simulation_id,full_transcript,reason,steps
Sales U - Closing Practice 4 - Empathy Close,"SYM: Hello! If you are starting this sym, that means you chose the Empathy Close as the technique you would like to try on your calls. ​ If you wanted to try a different closing technique, now is the time to exit this sym and head to the one you wanted to practice.
SYM: Here are a few tips for how to navigate throughout this Sym. Click the arrow when you’re ready to continue.​
SYM: As reviewed earlier, the Empathy Close technique focuses on the customer’s perspective and feelings and leaning into those emotions to show how the product will help them.​
SYM: Here’s an example of how an empathy close might sound.​
SYM: I know you’re concerned about having this in place for your loved ones so it will just take a few minutes to get you covered today. ​
SYM: Remember, we are going to ask for the sale immediately after providing the price.​ This is why a best practice during the discover process is to ask the budget question last to put yourself in a better position to successfully close because you have all your information you need to know to offer the right product based on the customers needs.
SYM: Here are some more examples of an Empathy Close. ​
SYM: PRICE. I know you’re concerned about having this in place for your loved ones so it will just take a few minutes to get you covered today. ​
SYM: PRICE, And I realize it has been difficult to find something that works for you, but I believe this will. It will only take a few more minutes to get you covered today.​
SYM: Notice that something they have in common is making the sale today.​ They also reference back to something that was discovered about the customer earlier in the call.​
SYM: These examples are in other people’s words, take a moment to write down how you would word your empathy close.​
SYM: Again, let's say you’ve completed the discovery process with Sonya and have determined that an $8,000 UCSL policy will best meet her needs.​
SYM: Take a moment to review the information and write down an Empathy Close you could use for Sonya.​ Remember, you should ask for the sale immediately after providing the price.
SYM: Click the “I’m Ready!” icon when you are ready to practice your empathy close.​
TRAINEE: ...
SYM: Great job practicing your Empathy Close.
SYM: I realize practicing new techniques can be a challenge, but it takes practice to get comfortable. Great job practicing this technique today, try it out on your next call to close the sale – you got this!​",The transcript is a training simulation for practicing the Empathy Close technique in sales calls.,"['Step 1: Review the Empathy Close technique and examples provided in the transcript.', 'Step 2: Practice writing and delivering an Empathy Close based on the given scenario with Sonya.']"
Sales U - Closing Practice 6 - Urgency Close,"SYM: Hello! If you are starting this sym, that means you chose the Urgency Close as the technique you would like to try on your calls. ​ If you wanted to try a different closing technique, now is the time to exit this sym and head to the one you wanted to practice.​ ​
SYM: Here are a few tips for how to navigate throughout this Sym. Click the arrow when you’re ready to continue.​
SYM: As reviewed earlier, the Urgency Close technique creates a sense of immediacy and potential loss if the customer does not purchase today.​
SYM: Here’s an example of how an urgency close might sound.​
SYM: When you get this policy today, you’re locking in the rate. Which means you’re getting the best rate from us before you get any older. ​
SYM: Remember, we are going to ask for the sale immediately after providing the price.​ This is why a best practice during the discover process is to ask the budget question last to put yourself in a better position to successfully close because you have all your information you need to know to offer the right product based on the customers needs.​ ​
SYM: Here are some more examples of an Urgency Close. ​
SYM: PRICE, and when you get this policy today, you’re locking in the rate. Which means you’re getting the best rate from us before you get any older. ​
SYM: PRICE, and if you wait until you get older, you’re just going to have to pay more. You’ll want to do this today so you can lock in this rate. ​
SYM: PRICE. With your birthday coming up next month, let’s get this taken care of today so you can lock in this rate before you get older!​
SYM: PRICE. Anything can happen tomorrow, so let’s make sure you and your family are prepared today by getting this policy in place.​
SYM: Notice that something they have in common is making the sale today.​
SYM: These examples are in other people’s words, take a moment to write down how you would word your empathy close.​
SYM: You’ve completed the discovery process with Sonya and have determined that an $8,000 UCSL policy will best meet her needs.​
SYM: Take a moment to review the information and write down an Urgency Close you could use for Sonya.​ Remember, you should ask for the sale immediately after providing the price.​
SYM: Click the “I’m Ready!” icon when you are ready to practice your option close.​
TRAINEE: ...
SYM: Great job practicing your Urgency Close.
SYM: You don’t want to miss out on an opportunity to close a sale, so go use the urgency close on your next call - you got this!​","The transcript is a training simulation for using the Urgency Close technique in sales calls, not an actual customer call.","['Step 1: Recognize that this is a training exercise and not a real customer issue.', 'Step 2: No resolution steps are needed as there is no actual customer problem to address.']"
Salesforce Quote Tool,"SYM: Today we’re turning quoting chaos into quoting confidence—because pricing shouldn’t feel like rocket science!
SYM: Here are a few tips for how to navigate throughout this Sym. Click the arrow when you’re ready to continue.
SYM: The Quote Tool is a new tab available within a prospect or client record.
SYM: Quote Parameter fields will auto populate with the available profile information of that record.
SYM: Let’s go check it out in action in my favorite place, Salesforce!
SYM: Great job getting a quote for Tim and his granddaughter.
SYM: What if you have a caller on the line looking for a quote and they don’t have a Salesforce profile?
SYM: There’s a quote tool for that situation too, using the DSC Quote Tool located at the bottom left of your Salesforce task bar.
SYM: Let's practice!
SYM: You’re really getting the hang of this quote tool!
SYM: I wanted to bring your attention to a few more smart features of the Quote Tool.
SYM: These features help make it easier for you to ensure you are providing accurate quotes on every call!
SYM: What did we learn today? Take a moment to review some of the key learnings from this sym.
SYM: Click the lightbulb when you are ready to continue.
SYM: Now that you’ve learned the Salesforce Quote Tool, go hit the phones and quote like a pro—fast, fearless, and fabulously accurate!",The transcript is a training session on using the Quote Tool in Salesforce for generating quotes.,"['Access the Quote Tool within a prospect or client record in Salesforce.', 'Use the DSC Quote Tool for callers without a Salesforce profile, located at the bottom left of the Salesforce task bar.']"
Startek_Compassion- Credit Card Payment. ADV,"SYM: In this simulation, you will assist the customer to update their new card on the account for automatic payment plan.
TRAINEE: Hello, thank you for calling Compassion. My name is [YOUR NAME]. And how can I help you?
SYM: Yes, I just got a notice from Compassion that my credit card is expiring. I just wanted to put a new credit card on file.
TRAINEE: Sure! Well, thank you so much for giving us a call today. Let me help you to set up your new card information onto your account. Let me pull up your account first. May I know your name on the account, please?
SYM: It's Lisa Turner, and I may need to change my address on my account as well.
TRAINEE: Definitely, I can also help you with that. So, we can change the address first. Then afterwards we can update your payment information, too.
SYM: Sure.
TRAINEE: So, I do have now your account as 124578. I also wanted to thank you for being a blessing to a child.
SYM: Thanks.
TRAINEE: So, before we update your payment information, let me help you to change your address. So, what we have here on file is 110 Riverside Coral FL 33071.
SYM: That is correct, yes.
TRAINEE: So, may I have then your updated address, please?
SYM: No, I don't need to. It sounds like it has been updated.
TRAINEE: Great! So, let's proceed with updating of your payment information. Just give me a few moments here.
SYM: Okay.
TRAINEE: I see that for your monthly payment plan, you were set up using your American Express card ending in 5500 and I see that it's about to expire. So, expiration date is December of 2023.
SYM: Correct.
TRAINEE: So, you'll be setting up for a new card or a totally different card?
SYM: Yes. It's a new American Express card with a different card number.
TRAINEE: Okay, so let's start to set up your new card information.
SYM: Okay.
TRAINEE: To setup your new card and also for the safety of it, I'll be transferring you to our secure line where all you have to do is just simply enter the card number over the phone, and again this call will be routed back to me. Would that be, okay?
SYM: Sure. Thanks.
TRAINEE: So, I'll be transferring you now.
SYM: Sure!
SYM: [Customer enters the new card number over the phone.]
TRAINEE: Yes, thank you so much. I do have now your American Express card ending in 2005. And can you please confirm the card's expiration date?
SYM: It is eight of 28.
TRAINEE: And how does your name appear on this card?
SYM: Lisa J Turner.
TRAINEE: Thank you. So, let me set up your new card information for your automatic monthly payment plan. Give me a few moments here.
SYM: Sure. I believe they have already drafted out for this month, correct?
TRAINEE: Yes, that is correct. It was drafted on December 19.
SYM: Okay.
TRAINEE: Thank you so much for patiently waiting, Miss Turner. I have set up your new card information for your automatic monthly payment which would be starting from next month. The date is set for every 19th day of each month.
SYM: Perfect!
TRAINEE: Thank you for your time calling us. And was there anything else that I can help you for today?
SYM: No, that's it. I appreciate that and thank you.
TRAINEE: You're welcome, Miss Turner. You have a great day!
SYM: You as well. Bye!
SYM: This concludes your simulation.",The customer called to update their new credit card on file for their automatic payment plan after receiving a notice about their expiring card.,"[""Verify the customer's account details and confirm the current address."", 'Transfer the customer to a secure line to enter the new card number.', 'Confirm the new card details including expiration date and name on the card.', 'Set up the new card for the automatic monthly payment plan starting from the next month.']"
Startek_Compassion- Credit Card Payment. BEG,"SYM: In this simulation, you will assist the customer to update their new card on the account for automatic payment plan.
TRAINEE: Hello, thank you for calling Compassion. My name is [YOUR NAME]. And how can I help you?
SYM: Yes, I just got a notice from Compassion that my credit card is expiring. I just wanted to put a new credit card on file.
TRAINEE: Sure! Well, thank you so much for giving us a call today. Let me help you to set up your new card information onto your account. Let me pull up your account first. May I know your name on the account, please?
SYM: It's Lisa Turner, and I may need to change my address on my account as well.
TRAINEE: Definitely, I can also help you with that. So, we can change the address first. Then afterwards we can update your payment information, too.
SYM: Sure.
TRAINEE: So, I do have now your account as 124578. I also wanted to thank you for being a blessing to a child.
SYM: Thanks.
TRAINEE: So, before we update your payment information, let me help you to change your address. So, what we have here on file is 110 Riverside Coral FL 33071.
SYM: That is correct, yes.
TRAINEE: So, may I have then your updated address, please?
SYM: No, I don't need to. It sounds like it has been updated.
TRAINEE: Great! So, let's proceed with updating of your payment information. Just give me a few moments here.
SYM: Okay.
TRAINEE: I see that for your monthly payment plan, you were set up using your American Express card ending in 5500 and I see that it's about to expire. So, expiration date is December of 2023.
SYM: Correct.
TRAINEE: So, you'll be setting up for a new card or a totally different card?
SYM: Yes. It's a new American Express card with a different card number.
TRAINEE: Okay, so let's start to set up your new card information.
SYM: Okay.
TRAINEE: To setup your new card and also for the safety of it, I'll be transferring you to our secure line where all you have to do is just simply enter the card number over the phone, and again this call will be routed back to me. Would that be, okay?
SYM: Sure. Thanks.
TRAINEE: So, I'll be transferring you now.
SYM: Sure!
SYM: [Customer enters the new card number over the phone.]
TRAINEE: Yes, thank you so much. I do have now your American Express card ending in 2005. And can you please confirm the card's expiration date?
SYM: It is eight of 28.
TRAINEE: And how does your name appear on this card?
SYM: Lisa J Turner.
TRAINEE: Thank you. So, let me set up your new card information for your automatic monthly payment plan. Give me a few moments here.
SYM: Sure. I believe they have already drafted out for this month, correct?
TRAINEE: Yes, that is correct. It was drafted on December 19.
SYM: Okay.
TRAINEE: Thank you so much for patiently waiting, Miss Turner. I have set up your new card information for your automatic monthly payment which would be starting from next month. The date is set for every 19th day of each month.
SYM: Perfect!
TRAINEE: Thank you for your time calling us. And was there anything else that I can help you for today?
SYM: No, that's it. I appreciate that and thank you.
TRAINEE: You're welcome, Miss Turner. You have a great day!
SYM: You as well. Bye!
SYM: This concludes your simulation.",The customer called to update their new credit card on file for automatic payments after receiving a notice about their expiring card.,"[""Verify the customer's account details and confirm the current address."", 'Transfer the customer to a secure line to enter the new card number.', ""Confirm the new card's expiration date and the name on the card."", 'Set up the new card for automatic monthly payments starting from the next billing cycle.']"
Startek_Compassion- Gift Donation. BEG,"SYM: In this simulation, you will assist the customer with setting up of automated gift for the child.
TRAINEE: Hello, good afternoon. Thank you for calling Compassion. My name is [YOUR NAME]. How can I assist you today?
SYM: Hi! I got a letter saying that my child is turning 16 today, and I thought I had to set up as an automated birthday gift. Every year he gets a birthday gift.
TRAINEE: Thank you for being a sponsor and wanting to send a gift to your sponsored child. It's a wonderful way to show your care and support.
SYM: Thank you. Do you want my account number or anything?
TRAINEE: Yeah. May I know your sponsor number if you have it on hand?
SYM: Yes, the number is X 1 Y 2 Z 3.
TRAINEE: Thank you. Can you verify the first and last name on the account.
SYM: Kim Reeves.
TRAINEE: Alright, I have pulled up your account. And first, I would like to thank you for being part of Compassion since 2016 and for being a blessing to your two children. You do have Jim from Peru and Michael, that is from Rwanda. And with regards to the birthday gift, it looks like you haven’t setup a birthday gift here on the account. The only thing that you have set up is the automatic withdrawal for your monthly sponsorship for the birthday gift.
SYM: Okay.
TRAINEE: Regrettably, we don't have it here on the account. That means you didn't send a birthday gift to your child because you don't have any automatic set up of birthday gifts.
SYM: Well, I thought it was already set up. So, if you could set it up today as an automatic gift and I can make a payment today on it. You need a card?
TRAINEE: Let me check it here on the account. You do have here a visa card ending in 5252. Is it the one that you are using?
SYM: Yeah, that one's good to use. Can you put it for $40? Automated birthday gift?
TRAINEE: Yeah. Thank you so much for that. That would be $40 annually. And since we didn't receive one for today, we will be making one time birthday gift today. And then the next one would be on November 17, 2024, right?
SYM: To do one today and the one in November?
TRAINEE: Yes. Because it takes two to three months before it will be reflected on the account or it will be given to the child. Is it only for your child in Peru or are we going to set up for the one that is from Rwanda, for a month?
SYM: I thought you said that one was already on automated.
TRAINEE: It was on the automated, but you already sent one on last May 2023. You also sent one-time payment of a one-time birthday gift, but it wasn't setup on the automated payment.
SYM: Let me just wait on that right now. When is his birthday again?
TRAINEE: Yeah, it looks like your child's birthday, Michael is in July. Do you want to set it up today?
SYM: Yeah, I'll do that a little bit later. I just wanted to get this one done today because I got an email that today was his birthday. I missed it. How long is it going to take for the area there to get this for him?
TRAINEE: Yeah, it takes two to three months before they will be receiving the gift that you have sent to them.
SYM: All right.
TRAINEE: I'll just submit it here. So that would be the $40 pretty gift or annual pretty gift into the account.
SYM: All right. And you have it set up as automated now, right?
TRAINEE: Yes, that is correct.
SYM: All right, thank you.
TRAINEE: Everything is set now. Is there anything else I could help you with?
SYM: No, that's it. I appreciate it.
TRAINEE: Thank you for your time. Have a nice day.
SYM: You too. Bye!
SYM: This concludes your simulation.",The customer called to set up an automated birthday gift for their sponsored child after realizing it wasn't already configured.,"[""Verify the customer's account and sponsored child details."", ""Set up an automated annual birthday gift of $40 using the customer's existing payment method."", 'Process a one-time birthday gift for the current date to cover the missed gift.', 'Confirm the automated setup and provide the next gift date.']"
Startek_Telco_Visual_BEG_Demo ,"TRAINEE: Thank you for calling Xfinity Mobile, we appreciate your business. This is (YOUR NAME). May I have your name please?
SYM: My name is Danerra Lamburth.
TRAINEE: What a beautiful name! Is it okay if I call you by your first name?
SYM: Sure, that's fine.
TRAINEE: Awesome! How are you doing today, Danerra?
SYM: I'm doing fine, thank you. How about yourself?
TRAINEE: I'm glad to hear that. I'm doing great as well. Thank you for asking. Tell me, how may I help you today?
SYM: I received the SIM card the other day, and as of today, it is still not activated.
TRAINEE: Thank you for clarifying that for me! I'd be happy to assist you with activating your new SIM card. To begin the process, I need to access your account first. I'll be asking you a few questions for security purposes; would that be fine?
SYM: Sure!
TRAINEE: Great! Can you please provide me with your billing address on file?
SYM: 6000 Hollister St, Apartment 1 8 1 6, Houston, Texas 7 7 0 4 0.
TRAINEE: How about the last four digits of the credit or debit card on file?
SYM: 4 9 8 0
TRAINEE: Thank you, Danerra, for providing all the necessary information to access your account. Your cooperation is appreciated. I was able to pull up your account, and I can see that you have two iPhone devices. May I know the mobile number of the device on which you would like to activate the new SIM card?
SYM: (560) 346-9876
TRAINEE: To ensure that I got the correct number, which is (560) 346-9876, is that correct?
SYM: Yes, that's correct.
TRAINEE: Nice! How about the ICCID number of the new SIM card?
SYM: Where can I find that?
TRAINEE: The ICCID for your Xfinity Mobile SIM card can typically be found printed on the SIM card itself or on the SIM card packaging. It is a unique 20-digit number that identifies your SIM card. If you're unable to locate the ICCID on the SIM card or packaging, you can find it in the settings of your phone once it's inserted. On your iPhone, go to Settings > General > About. The entry titled ICCID is your SIM card number.
SYM: I found it! The number is too small on the card. That is 8 9 1 4 8 0 0 0 0 0 9 8 7 6 5 4 3 2 1 0.
TRAINEE: To confirm, it is 89148000009876543210, am I right?
SYM: Yes.
TRAINEE: Thank you for confirming it. Let me go ahead and update the new SIM card on your phone. This may take a few minutes to complete the process, and I'll be asking you to reset the network settings of your phone afterwards.
SYM: Sure. Take your time.
TRAINEE: Okay, here's what I found out, Danerra. Your SIM card is not activated because of the pending order on the account. And this needs to be completed before your SIM card can be activated.
SYM: It's been three days; I am confused as to why my phone is still not working, and is this the only reason why?
TRAINEE: So please give me a moment while I am working on it. I will let you know once the pending order is completed and to activate the SIM card.
SYM: Sure, take your time.
TRAINEE: All right, Danerra. I was able to activate and update your new SIM card. Kindly insert the new SIM card and reset the network settings on your phone. Before that, I would like to set your expectation that any saved Wi-Fi networks and passwords will be removed and all paired devices will be unpaired. So, after you reset the network settings, please set up your phone so everything will be connected again. Just go to Settings > General > Reset. Then select ""Reset Network Settings"" and confirm your choice when prompted. After the reset, your phone will restart. Please test the call functionality afterwards.
SYM: I already inserted the SIM card and reset the network settings. My phone is restarting now.
TRAINEE: Once your phone is back on, please check the network connectivity and let me know if everything is working as expected.
SYM: Sure, I will.
TRAINEE: While your phone is restarting, I'd like to express my gratitude for being a valued [Silver, Gold, Platinum, or Premium] customer with Xfinity Rewards. As a loyal customer, you have access to exciting rewards and exclusive benefits. The longer you stay with us, the more rewards you can enjoy. You can conveniently access your rewards anytime through the Xfinity app or by visiting www.xfinity.com/rewards.
SYM: Thank you.
TRAINEE: Thank you, Danerra! Your loyalty means a lot to us. Don't forget to make the most of the rewards we offer. We have a range of exclusive benefits and perks specifically tailored for customers like you. If you ever have any questions or need assistance in maximizing your rewards, feel free to ask. We're here to help!
SYM: I appreciate you sharing that. And I just tested the network, and it's working perfectly now! Thank you for your assistance.
TRAINEE: You're most welcome, Danerra. Is there anything else I can assist you with?
SYM: No, that was all I needed. I really appreciate your prompt and efficient support.
TRAINEE: It's a collaboration with you! Just for a quick recap, you contacted Xfinity today to activate your new SIM card, which is now working as a replacement for the number ending in 9876. Then I asked you to insert the SIM card and reset the network settings. You confirmed that everything is working after testing it.
SYM: Thank you so much!
TRAINEE: It's been a pleasure taking care of your needs today, and I appreciate your collaboration and patience while we resolved your issue. Thank you, and have a great rest of your day!
SYM: Thanks, you too!
SYM: This concludes your simulation.",The customer called because their new SIM card had not activated after three days.,"['Verify account security details and access the account.', 'Identify the pending order blocking activation and complete it.', 'Update the new SIM card on the phone and guide the customer to reset network settings.', 'Test network connectivity to confirm activation is successful.']"
Startek_Walmart - Demo - 2025,"TRAINEE: Thank you for calling Walmart Customer Relations, my name is [Your Name]. With whom I have the pleasure to speak with?
SYM: Hi, my name is John Johnson.
TRAINEE: Nice to meet you John, how are you today?
SYM: Fine and you?
TRAINEE: I'm fine as well, thanks for asking. Let me know John, how can I assist you today?
SYM: Yes, I purchased a car seat stroller combo for my daughter-in-law, and it's not the right one, and I misplaced the receipt.
SYM: I went to the store and they told me to call you guys that you can help me locate it because I paid for cash with it.
TRAINEE: Thanks John, and do you know the store ZIP code or the store number you made the purchase on?
SYM: Yes, the store number is 1 5 8 4.
TRAINEE: Just to confirm I have the right store, is this the Super Center on Rainbow 3615?
SYM: Correct, that is the one.
TRAINEE: Thanks John, and could you please tell me if you remember the day of the purchase?
SYM: I do know that I purchased it in February. I'm not sure the exact date, but I believe it was during the first two weeks in February, if I'm not mistaken.
TRAINEE: Okay, thank you John. So, you told me it was with cash, do you remember how much was the total amount of the receipt?
SYM: The car seat stroller combo was around $199. So, I want to say I know I didn't spend no more than 350 so maybe search 250 to 350 dollars.
TRAINEE: Okay, so let me search for the receipt information right now based on the description provided. Allow a moment.
TRAINEE: I can see I found one that matches your description. Was the item you are lookng for the ""Sonar Switch 6 in 1 Modular Stroller Travel Sytems""?
SYM: That is correct, that is the one. How much was that one?
TRAINEE: The car seat combo was $159.
SYM: Great, that is the one. Could you email the receipt to me please?
TRAINEE: Of course John, could you please give me your email address so I can share it with you?
SYM: Yes, my email address is test@test.com
TRAINEE: Thanks John, so let me go ahead and share the receipt with you via email. Just a moment please.
TRAINEE: So, the email was sent John, and you should be receiving it within the next 24 hours.
SYM: Oh, I got the email, let me check. Okay, seems this is the one I was looking for, appreciate the help.
TRAINEE: No problem John, it was a pleasure assisting you today. Is there anything else I could do for you today?
SYM: No, that was all, thanks.
TRAINEE: Alright, no problem. Before you disconnect, you’ll be transferred to a quick survey where you can evaluate the support I provided today. I’d really appreciate your feedback.
SYM: I definitely will, thanks. Have a good day.
TRAINEE: Thanks, you too John, thanks for calling Walmart Customer Relations, have a good day.
SYM: This concludes your simulation.",The customer needs a receipt for a car seat stroller combo purchased with cash to return or exchange it.,"['Verify store details and purchase timeframe', 'Search for the receipt using item description and price range', 'Confirm the found receipt matches the item', 'Email the receipt to the customer']"
SymTrain - Overview,"SYM: Welcome to SymTrain! I’m Coach Sym and I’m here to help you get familiar with using the DSC training resource, SymTrain.
SYM: Let’s start by reviewing some tips for how to navigate throughout a Sym.
SYM: When you see a box outlined in blue, that is something in the sym you need to click in order to continue.
SYM: A green box indicates a text field. You will need to type a response in the box. Use your mouse to click inside the box, type the required text, then press enter on your keyboard while still in the text box to submit your response.
SYM: Let’s practice! Type your favorite color in the box that appears.
SYM: Thanks for sharing!
SYM: The final interaction portion you will encounter in syms is speaking.
SYM: If a sym requires a verbal response, a microphone will appear. Say your answer out loud, then click the next button to continue.
SYM: Let’s practice! When the microphone icon appears, read the dialogue that appears in the bottom of your screen, then click next.
TRAINEE: Hello, my name is (your first name).
SYM: Great job!
SYM: Let’s continue with how to navigate SymTrain.
SYM: Your SymTrain Home page will show your Overall Stats on the syms you have completed.
SYM: You are also able to make Accessibility Adjustments.
SYM: Here are some of the options available. After this sym, feel free to check out how the different settings work and toggle on any settings that are beneficial to you.
SYM: SymTrain also has a built in Support feature if you need help at any time.
SYM: You have the option to message SymTrain for support, provide feedback, or use the SymTrain AI_Help for self-troubleshooting.
SYM: Since you are taking this sym, you have obviously learned how to launch a sym – way to go!
SYM: However, you might not have realized there is more than one way to launch a sym.
SYM: The first is click the play icon next to any of the syms shown on your Home page.
SYM: The second is from your My Exercises tab, let’s head there now.
SYM: Here is where you will find all syms that have been assigned to you as well as your progress.
SYM: As you continue your journey in the DSC, you may have more than 10 rows of assignments and will need to expand your rows per page or view the other pages to find assignments.
SYM: If you see a stacked icon, that indicates that is a sym module, which means it contains more than one sym. Click the icon to expand and see the included syms.
SYM: On the right, you can see what syms you have already completed in that module.
SYM: To launch a sym from your exercises, you can click on the play icon on the left of the sym or module.
SYM: Or you can click on an individual sym from the module list to launch that sym. Let’s practice that.
SYM: As you already saw, you can select if you would like to proceed with completing a Practice or Test version of the sym.
SYM: You can also select a different sym to launch from the module list by clicking the play icon on the sym tile.
SYM: Some syms, like the one you are taking right now, require verbal responses. It is important to make sure the correct microphone setting is selected so SymTrain can hear you and record your response.
SYM: Before starting your first sym of the day, you should check your hardware.
SYM: Using your company provided headset is the best practice to ensure that SymTrain can pick up your voice clearly. To use the headset while in a sym, make sure it is plugged into your laptop and not your phone.
SYM: While you can select your laptop’s built in microphone as an option, depending on your desk setup that microphone might be too far away to pick up your voice clearly.
SYM: Let’s practice what this would look like.
SYM: For the purposes of this sym, we will give you a prompt to speak into the microphone.
SYM: When you a ready, click Start Recording for a prompt to appear at the bottom of the screen.
SYM: Say the prompt out loud, then click the Next icon that appears to continue.
TRAINEE: Mic check. Test one, two, three.
SYM: Great job! After recording, there will be a playback button that will allow you to hear how you sound to ensure quality recording throughout any sym that day.
SYM: That was just a simulated practice. Be sure to check this feature out for real before your next sym.
SYM: The final area to explore is the Playback. We will review that next sym.
SYM: What did we learn today? Take a moment to review some of the key learnings from this sym.
SYM: Click the lightbulb when you are ready to continue.
SYM: Fantastic job completing your first sym! Let’s stay on track and head over to the next one where we learn how to view your sym playback.",The customer is participating in a training session to learn how to use the SymTrain platform and its features.,"['Follow the on-screen instructions to navigate through the sym, including clicking blue boxes, typing in green text fields, and using the microphone for verbal responses.', 'Access the SymTrain Home page to view overall stats and make accessibility adjustments as needed.', 'Launch syms from the Home page or My Exercises tab, and select Practice or Test versions as required.', 'Ensure proper hardware setup by using a company-provided headset plugged into the laptop and checking microphone settings before starting a sym.', 'Utilize the Support feature for help, feedback, or self-troubleshooting with SymTrain AI_Help.']"
SymTrain - Sym Playback,"SYM: Welcome back! Congratulations on completing your first sym a moment ago. Now let’s see how you did.
SYM: Before we get started, I want to draw your attention to the sym time length on the opening screen of each sym.
SYM: This lets you know on average how long it should take to complete the sym.
SYM: Take a moment to look for the “Time Elapsed” located at the top of this sym.
SYM: As you work through syms, be sure to keep an eye on your pace so you can finish within the allotted time for the assignment.
SYM: Let’s proceed full steam ahead!
SYM: Reminder, here are some best practices for navigating throughout a sym. Click the arrow when you are ready to continue.
SYM: After completing a sym, you will be directed to a screen that looks like this.
SYM: From here you can already see your Completion Time, Keyword Score, and Click Score.
SYM: To view more details on your sym score, click View Playback.
SYM: This playback view provides more insight on your performance.
SYM: You can see if you completed the sym in Practice or Test Mode, the day and time completed, and you can even click re-attempt and do it again from here.
SYM: Here is that completion time again.
SYM: Completion time is important because if it is taking you longer to navigate the conversation and screens, it can be an indication that you just need to practice the sym more to learn the process better.
SYM: Let’s break down the other stats on the screen, starting with Keyword Score.
SYM: Keywords are structure words in the conversation that are good word choices or can even be compliance words that must be said. If the sym has no agent lines, you will not have a keyword score.
SYM: The DSC is not a scripted environment. The key words chosen throughout the syms will be ones that everyone should say.
SYM: For example, everyone should state “Mutual of Omaha” in your call introduction.
SYM: The first number is your keyword score, and the second is the possible score.
SYM: In that last sym, I got 3 out of 4 keywords correct.
SYM: To see which one I missed, I can scroll down to find it in the playback.
SYM: Words highlighted green indicate you got the keyword correct, while red indicates it was missed.
SYM: Here I can see that I missed the first word, hello.
SYM: You can click the Trainee Response to jump to that part of the recording, then click Play to listen.
SYM: After listening to my playback, I could here that I said hello, but the microphone didn’t start picking up right away so the greeting was cut off.
SYM: Technology is not perfect. There could also be times where it thought you said a different word. For example, application and occupation can sound similar to a computer.
SYM: That is why the training team and your supervisors review playback on lower scoring syms.
SYM: This allows them to see if it was a system error or a coaching opportunity.
SYM: Scroll back to the top to look at the rest of the sym score.
SYM: Let’s review Click Score next.
SYM: Click Score is scoring where on the visual components of the sym you navigated and clicked through during the process. Click score will only be in visual syms.
SYM: The first number is your click score, and the second is the possible score.
SYM: In that last sym, I got 19 out of 19 clicks correct. Way to go me! That is a good indicator that I understand the process in the sym.
SYM: Confidence, Concentration and Energy are your sentiment scores.
SYM: These scores are calculated by the level of intent you deliver the script line in the areas of confidence, concentration and energy.
SYM: These are not calculated on your voice or tone, but on how confident your level of intent is, your focus or concentration level, and your pace or energy level.
SYM: The sentiment score is calculated for the entire sym, not one part or another.
SYM: My Energy score was Medium. I can click Insights to view more.
SYM: This is where I can find insight on how to improve that score if I were to take it again, or helpful advice for future syms.
SYM: Next let’s look at the Sym Accuracy Score.
SYM: This measures how well your response matched the intent of what the customer was asking in the customer script line.
SYM: SymTrain is still working on improvements to the Sym Accuracy score, and this is being monitored by the training team at the moment.
SYM: The final stat to look at is the Sym Score.
SYM: This will equal a combined score of the different scoring options for that sym. If this is a beginner sym your score should be in the 80% range.
SYM: Again, technology is not perfect. That is why the training team and supervisors will take a look at those lower scores to see if it was a system error or a coaching opportunity for improvement.
SYM: Now that we’ve reviewed how to look at detailed playback after completing a sym, let’s head to the Playback page.
SYM: The Playback page provides an overview of your sym performance for all your completed syms.
SYM: To view the detailed playback for any sym, simply click the Actions icon.
SYM: This concludes the simulation.
SYM: What did we learn today? Take a moment to review some of the key learnings from this sym.
SYM: Click the lightbulb when you are ready to continue.
SYM: Fantastic job completing SymTrain 1 0 1! You are ready to continue your learning journey and start taking syms! Bon voyage!",The customer is receiving training on how to interpret their performance scores and playback details after completing a simulation.,"['Review the completion time and compare it to the allotted time for the assignment.', 'Check the keyword score and playback to identify any missed keywords or system errors.', 'Examine the click score to ensure proper navigation through visual components.', 'Analyze sentiment scores (confidence, concentration, energy) and use insights for improvement.', 'Look at the Sym Accuracy Score and overall Sym Score, noting that lower scores may be reviewed by the training team for errors or coaching opportunities.']"
